Folder 0
1.0: 0.999651312828064: 28.81203747833127
1.0: 0.6384211778640747: 11.730892644843335
1.0: 0.9999842643737793: 69.15985827320887
1.0: 0.9983837604522705: 19.831322453716066
1.0: 0.6694751381874084: 14.100427183889794
1.0: 0.08761073648929596: 15.654642391731048
1.0: 0.3679835796356201: 35.09882444023698
1.0: 0.14364062249660492: 25.227367394291438
1.0: 0.999733030796051: 44.907539376401566
1.0: 0.11279354989528656: 14.166752519943461
1.0: 0.7808647155761719: 13.793187070629434
1.0: 0.9936267137527466: 28.418081758008043
1.0: 0.9321818947792053: 30.579587365818405
1.0: 0.08891533315181732: 16.800197078252015
1.0: 0.392758846282959: 15.395576474930587
1.0: 0.8342946171760559: 10.82395279915916
1.0: 0.6788175106048584: 13.340220919012255
1.0: 0.021902121603488922: 12.991506458451756
1.0: 0.192060187458992: 8.919189886644824
1.0: 0.05657174810767174: 11.405000814611784
1.0: 0.5802544951438904: 27.191919741168853
1.0: 0.7870831489562988: 19.302445407108983
1.0: 0.30114060640335083: 7.424195219652839
1.0: 0.23650667071342468: 7.769818383411746
1.0: 0.15209801495075226: 12.411217588140302
1.0: 0.9945238828659058: 20.707822295664265
1.0: 0.4609490931034088: 20.167855455696248
1.0: 0.9027971625328064: 41.69589237582313
1.0: 0.5604945421218872: 20.128824151898478
1.0: 0.5084924101829529: 12.006009378694177
1.0: 0.9999750852584839: 53.68127715515438
1.0: 0.34978726506233215: 12.866364505838915
1.0: 0.07798857986927032: 7.411444322409407
1.0: 0.6419715881347656: 13.75690339478188
1.0: 0.04321923851966858: 7.846399266509317
1.0: 0.9990887641906738: 33.60229075327372
1.0: 0.11868426948785782: 9.954082561358645
1.0: 0.35796433687210083: 8.159953993706495
1.0: 0.9139626622200012: 27.833502671735054
1.0: 0.999219536781311: 34.68977105930501
1.0: 0.9981511235237122: 20.48981064119977
1.0: 0.8090201020240784: 34.33175627602217
1.0: 0.997136116027832: 23.425923126207238
1.0: 0.995966911315918: 27.45716919204956
1.0: 0.47913694381713867: 8.093575437985256
1.0: 0.8835307955741882: 13.453845545376511
1.0: 0.2545710504055023: 24.545096455374456
1.0: 0.9789228439331055: 24.72082780556317
1.0: 0.9990390539169312: 36.06464104076662
1.0: 0.35717350244522095: 17.176359058369265
1.0: 0.014398486353456974: 0.8935145638183152
1.0: 0.18093155324459076: 24.374175460905448
1.0: 0.4616837799549103: 10.862430470099461
1.0: 0.12495041638612747: 9.315673261583433
1.0: 0.01962347887456417: 31.103732818759852
1.0: 0.036171700805425644: 19.08209438863581
1.0: 0.9998399019241333: 36.067897260038436
1.0: 0.5913886427879333: 24.24480673597105
1.0: 0.8747877478599548: 19.035413850669844
1.0: 0.1744450032711029: 8.750356481001388
1.0: 0.752480149269104: 18.505434553453888
1.0: 0.05347653850913048: 14.590094900276684
1.0: 0.9994809031486511: 37.420017544208406
1.0: 0.9516246914863586: 20.27974596114784
1.0: 0.07646739482879639: 25.57108980741057
1.0: 0.4727194011211395: 16.05422622506653
1.0: 0.9998836517333984: 31.966254770067287
1.0: 0.03275191783905029: 12.834658996486235
1.0: 0.997077465057373: 27.78828523662333
1.0: 0.057385776191949844: 7.916056186453239
1.0: 0.9799309968948364: 18.461400282110286
1.0: 0.8748937249183655: 14.512927120484724
1.0: 0.9878441095352173: 15.922007787710529
1.0: 0.1329711526632309: 14.929964693046903
1.0: 0.8058735132217407: 10.595617033854726
1.0: 0.9999457597732544: 54.742005683188495
1.0: 0.9976606369018555: 27.912735657232734
1.0: 0.9781623482704163: 27.442602566517746
1.0: 0.9996108412742615: 46.6256184588725
1.0: 0.25675204396247864: 22.377419022030512
0.0: 0.06092085689306259: 16.213318522358588
0.0: 0.29928579926490784: 13.778412051952454
0.0: 0.08927781134843826: 3.1816637378524737
0.0: 0.08061469346284866: 36.55876611690503
0.0: 0.16707153618335724: 9.645381242241417
0.0: 0.2713676691055298: 17.93719043202501
0.0: 0.178314670920372: 15.322881774424074
0.0: 0.107606902718544: 23.91549612036816
0.0: 0.09972558170557022: 15.47745832775371
0.0: 0.003619160270318389: 16.640727440470414
0.0: 0.055093154311180115: 30.316943280105185
0.0: 0.01597474329173565: 30.80889732398969
0.0: 0.16118992865085602: 12.468502620499407
0.0: 0.019267933443188667: 25.7707169197466
0.0: 0.175458163022995: 13.313469511658948
0.0: 0.13524048030376434: 14.366132179123051
0.0: 0.08551482111215591: 69.8863008872813
0.0: 0.5020414590835571: 24.03920935705151
0.0: 0.0685177817940712: 20.38109591966172
0.0: 0.2586708664894104: 10.790811494227448
0.0: 0.18315532803535461: 25.98574049650683
0.0: 0.35257086157798767: 54.87583155213703
0.0: 0.641430139541626: 13.959910268515735
0.0: 0.5005835890769958: 26.06954493766072
0.0: 0.174835667014122: 6.220084450122551
0.0: 0.10909216850996017: 72.86856857362811
0.0: 0.059375762939453125: 37.80415805313202
0.0: 0.04932733252644539: 17.185859773073606
0.0: 0.901179313659668: 32.6775212987722
0.0: 0.25675755739212036: 10.4797785679724
0.0: 0.08743814378976822: 16.190035040781037
0.0: 0.034244466572999954: 14.708669070919646
0.0: 0.17296959459781647: 11.662689894852045
0.0: 0.21496926248073578: 28.456681660430203
0.0: 0.05759565904736519: 19.398264965379667
0.0: 0.09159821271896362: 26.6272606759621
0.0: 0.006696167401969433: 14.87629851431302
0.0: 0.30455511808395386: 49.89795217181671
0.0: 0.009618292562663555: 40.01124390353364
0.0: 0.11744958162307739: 15.470279084529555
0.0: 0.07405757158994675: 35.906091575407885
0.0: 0.2478024959564209: 33.96320431025972
0.0: 0.015456870198249817: 10.150796699693858
0.0: 0.17521338164806366: 30.234912408457603
0.0: 0.4842967092990875: 10.126364215300613
0.0: 0.01701786369085312: 13.477881125813171
0.0: 0.0053541031666100025: 42.71144060353698
0.0: 0.06307308375835419: 16.643844150123773
0.0: 0.2553519606590271: 9.022757639769477
0.0: 0.17565284669399261: 7.170080340112772
0.0: 0.022348683327436447: 27.11522114019372
0.0: 0.0838361456990242: 18.224230929013647
0.0: 0.01839115098118782: 10.811233086339836
0.0: 0.1574581414461136: 45.1958620764261
0.0: 0.08606725931167603: 19.370930316956702
0.0: 0.08176932483911514: 2.236912099999755
0.0: 0.03939216583967209: 19.490166302457983
0.0: 0.1232825294137001: 13.731852885407795
0.0: 0.02969559282064438: 15.720569323659694
0.0: 0.023573465645313263: 11.949698018643536
0.0: 0.2514042258262634: 16.417736703336757
0.0: 0.23186175525188446: 18.696186282073988
0.0: 0.48902416229248047: 29.166474354970163
0.0: 0.04246881604194641: 52.82657804891447
0.0: 0.13320860266685486: 59.848351716041826
0.0: 0.005427190568298101: 27.46149426298189
0.0: 0.07579723745584488: 16.860889291891354
0.0: 0.5436575412750244: 10.429588114453743
0.0: 0.500333845615387: 36.558073288252615
0.0: 0.21363632380962372: 28.905467765836345
0.0: 0.11676829308271408: 14.866432928160648
0.0: 0.11072973906993866: 26.454249958180288
0.0: 0.01790369115769863: 23.377122909794817
0.0: 0.06884296238422394: 19.94854008836429
0.0: 0.16049697995185852: 31.7734550085843
0.0: 0.396756112575531: 1.0610027380445053
0.0: 0.5016006231307983: 49.61163578380773
0.0: 0.04575614631175995: 20.37052750539528
0.0: 0.1530585139989853: 16.36504459385791
0.0: 0.29198020696640015: 8.037519050008287
0.0: 0.05176054686307907: 21.681991091424216
0.0: 0.39824289083480835: 9.530074856672
0.0: 0.9909454584121704: 27.501434649911385
0.0: 0.040408339351415634: 20.16554926119165
0.0: 0.10402505844831467: 13.650058852217064
0.0: 0.026941025629639626: 26.390884041446352
0.0: 0.0073857600800693035: 19.865591525826353
0.0: 0.09007329493761063: 14.866482352150989
0.0: 0.058673784136772156: 23.813218892240105
0.0: 0.018081100657582283: 22.421506621935755
0.0: 0.046388860791921616: 55.658998003313705
0.0: 0.09196142107248306: 19.857691907224158
0.0: 0.20926161110401154: 17.865429794198857
0.0: 0.09027059376239777: 53.288431483949445
0.0: 0.4127641022205353: 55.38252000856621
0.0: 0.22207137942314148: 33.24908988685421
0.0: 0.10657412558794022: 18.27638336518149
0.0: 0.16675803065299988: 37.59256606465577
0.0: 0.18195895850658417: 47.755912129037206
0.0: 0.07445874810218811: 30.533227535626217
1.0: 0.6983591914176941: 16.213318522358588
1.0: 0.9414473176002502: 13.778412051952454
1.0: 0.06303772330284119: 3.1816637378524737
1.0: 0.9379023313522339: 36.55876611690503
1.0: 0.3380291759967804: 9.645381242241417
1.0: 0.7166190147399902: 17.93719043202501
1.0: 0.9968439340591431: 15.322881774424074
1.0: 0.9630652070045471: 23.91549612036816
1.0: 0.8554480075836182: 15.47745832775371
1.0: 0.9573323130607605: 16.640727440470414
1.0: 0.09170476347208023: 30.316943280105185
1.0: 0.8815721869468689: 30.80889732398969
1.0: 0.24719488620758057: 12.468502620499407
1.0: 0.9995527863502502: 25.7707169197466
1.0: 0.20288801193237305: 13.313469511658948
1.0: 0.9829445481300354: 14.366132179123051
1.0: 0.9999711513519287: 69.8863008872813
1.0: 0.5500306487083435: 24.03920935705151
1.0: 0.8083763718605042: 20.38109591966172
1.0: 0.49715179204940796: 10.790811494227448
1.0: 0.998749852180481: 25.98574049650683
1.0: 0.2652429938316345: 54.87583155213703
1.0: 0.11242745071649551: 13.959910268515735
1.0: 0.594124436378479: 26.06954493766072
1.0: 0.6068114638328552: 6.220084450122551
1.0: 0.9999996423721313: 72.86856857362811
1.0: 0.9907270669937134: 37.80415805313202
1.0: 0.9356980919837952: 17.185859773073606
1.0: 0.5657369494438171: 32.6775212987722
1.0: 0.37309929728507996: 10.4797785679724
1.0: 0.026604318991303444: 16.190035040781037
1.0: 0.14500677585601807: 14.708669070919646
1.0: 0.1541833132505417: 11.662689894852045
1.0: 0.7721372246742249: 28.456681660430203
1.0: 0.01460511889308691: 19.398264965379667
1.0: 0.9996023774147034: 26.6272606759621
1.0: 0.10413774847984314: 14.87629851431302
1.0: 0.9357081055641174: 49.89795217181671
1.0: 0.9998267292976379: 40.01124390353364
1.0: 0.6781941056251526: 15.470279084529555
1.0: 0.9995459914207458: 35.906091575407885
1.0: 0.9990426898002625: 33.96320431025972
1.0: 0.4428793489933014: 10.150796699693858
1.0: 0.998792290687561: 30.234912408457603
1.0: 0.23177741467952728: 10.126364215300613
1.0: 0.25005531311035156: 13.477881125813171
1.0: 0.9988389611244202: 42.71144060353698
1.0: 0.08411300182342529: 16.643844150123773
1.0: 0.4890783429145813: 9.022757639769477
1.0: 0.22757254540920258: 7.170080340112772
1.0: 0.9982203841209412: 27.11522114019372
1.0: 0.5563802719116211: 18.224230929013647
1.0: 0.495785117149353: 10.811233086339836
1.0: 0.09683123230934143: 45.1958620764261
1.0: 0.8709201812744141: 19.370930316956702
1.0: 0.15452910959720612: 2.236912099999755
1.0: 0.6726192235946655: 19.490166302457983
1.0: 0.9812585711479187: 13.731852885407795
1.0: 0.09406339377164841: 15.720569323659694
1.0: 0.3234025239944458: 11.949698018643536
1.0: 0.9922324419021606: 16.417736703336757
1.0: 0.21154719591140747: 18.696186282073988
1.0: 0.9990857839584351: 29.166474354970163
1.0: 0.9999098777770996: 52.82657804891447
1.0: 0.9989973902702332: 59.848351716041826
1.0: 0.9986481070518494: 27.46149426298189
1.0: 0.36351528763771057: 16.860889291891354
1.0: 0.21963299810886383: 10.429588114453743
1.0: 0.9994423985481262: 36.558073288252615
1.0: 0.9925565719604492: 28.905467765836345
1.0: 0.955623984336853: 14.866432928160648
1.0: 0.9852074384689331: 26.454249958180288
1.0: 0.26694223284721375: 23.377122909794817
1.0: 0.9987678527832031: 19.94854008836429
1.0: 0.9997398257255554: 31.7734550085843
1.0: 0.9836905598640442: 1.0610027380445053
1.0: 0.9999991655349731: 49.61163578380773
1.0: 0.4481179118156433: 20.37052750539528
1.0: 0.04799327626824379: 16.36504459385791
1.0: 0.0965728759765625: 8.037519050008287
1.0: 0.9982189536094666: 21.681991091424216
1.0: 0.2611449062824249: 9.530074856672
1.0: 0.21601124107837677: 27.501434649911385
1.0: 0.8478556871414185: 20.16554926119165
1.0: 0.3120521008968353: 13.650058852217064
1.0: 0.9994500279426575: 26.390884041446352
1.0: 0.7924357652664185: 19.865591525826353
1.0: 0.704556405544281: 14.866482352150989
1.0: 0.12211006879806519: 23.813218892240105
1.0: 0.3104543089866638: 22.421506621935755
1.0: 0.9983590245246887: 55.658998003313705
1.0: 0.018959255889058113: 19.857691907224158
1.0: 0.9792428016662598: 17.865429794198857
1.0: 0.43415260314941406: 53.288431483949445
1.0: 0.9968558549880981: 55.38252000856621
1.0: 0.9996662139892578: 33.24908988685421
1.0: 0.6957053542137146: 18.27638336518149
1.0: 0.9998445510864258: 37.59256606465577
1.0: 0.9788805842399597: 47.755912129037206
1.0: 0.24990080296993256: 30.533227535626217
0.0: 0.14752338826656342: 29.88108349217504
0.0: 0.07033419609069824: 17.556523840173014
0.0: 0.11474082618951797: 27.92518398912089
0.0: 0.12770015001296997: 3.885916756474468
0.0: 0.17369641363620758: 23.10933790671836
0.0: 0.005923323333263397: 13.856857330895568
0.0: 0.3503337800502777: 44.05478998069547
0.0: 0.05841254070401192: 3.5855525687375764
0.0: 0.022667171433568: 25.715128976327073
0.0: 0.40826699137687683: 12.913168300130687
0.0: 0.05512135103344917: 32.522712339926
0.0: 0.22749848663806915: 37.82204710530278
0.0: 0.02210814878344536: 40.193943827744754
0.0: 0.5220407843589783: 26.88657675928322
0.0: 0.1305486410856247: 10.177979113019806
0.0: 0.08477048575878143: 19.360852164749573
0.0: 0.1274532526731491: 14.582883431261035
0.0: 0.7391573190689087: 7.484982648107174
0.0: 0.41641587018966675: 54.576563636001396
0.0: 0.0566522590816021: 18.14618236629898
0.0: 0.08024176955223083: 10.143083360807589
0.0: 0.8426275253295898: 18.284850064556906
0.0: 0.23244468867778778: 19.101293237948305
0.0: 0.06091189756989479: 25.41603745074109
0.0: 0.01570059172809124: 20.91899426016816
0.0: 0.2446833997964859: 36.10509394263778
0.0: 0.22889432311058044: 15.813485709357689
0.0: 0.02528207004070282: 52.577845187400655
0.0: 0.04996743053197861: 17.965484028246536
0.0: 0.16227039694786072: 10.266060965089588
0.0: 0.1337711066007614: 9.466733276748414
0.0: 0.6113681793212891: 19.528353685650263
0.0: 0.16058921813964844: 16.294434309014367
0.0: 0.5900376439094543: 14.06466007875425
0.0: 0.13282890617847443: 14.786583707543285
0.0: 0.37538546323776245: 53.31823614861835
0.0: 0.027954351156949997: 46.17256325048675
0.0: 0.21114324033260345: 28.816160663938252
0.0: 0.012929889373481274: 20.08073149365357
0.0: 0.09094724804162979: 32.39450415948057
0.0: 0.05368734523653984: 37.68340340556226
0.0: 0.026494765654206276: 28.003555854457534
0.0: 0.05929354578256607: 26.216502497429083
0.0: 0.05049041286110878: 43.47773042998687
0.0: 0.040133263915777206: 10.392159197463863
0.0: 0.003736944869160652: 22.43342724167428
0.0: 0.059233859181404114: 18.378647820153056
0.0: 0.12915436923503876: 14.477458993281797
0.0: 0.08974245190620422: 9.000152469682844
0.0: 0.37032511830329895: 14.859896797772667
0.0: 0.019218340516090393: 16.575257464822574
0.0: 0.03009399026632309: 22.570158566903512
0.0: 0.17092059552669525: 12.815210247242039
0.0: 0.011160530149936676: 7.841595022804171
0.0: 0.4756268560886383: 11.727929631713431
0.0: 0.07541170716285706: 11.142341566446767
0.0: 0.18955792486667633: 12.196556200218645
0.0: 0.016750991344451904: 17.60720836581622
0.0: 0.050032470375299454: 17.818911839557053
0.0: 0.18178966641426086: 22.992112052607183
0.0: 0.16257813572883606: 12.327628061622214
0.0: 0.23321963846683502: 55.620832252621824
0.0: 0.5254169702529907: 30.668003000398983
0.0: 0.11557118594646454: 36.971253492224996
0.0: 0.3083748519420624: 45.34685651454935
0.0: 0.10466764122247696: 14.04595832712157
0.0: 0.04287565499544144: 3.5183452246258247
0.0: 0.18961195647716522: 34.58531163942217
0.0: 0.15821486711502075: 7.740918556804553
0.0: 0.18572428822517395: 13.040365524712938
0.0: 0.04760335013270378: 57.34306094983821
0.0: 0.09443534910678864: 12.753865798233258
0.0: 0.1275533139705658: 15.841104983368218
0.0: 0.010345250368118286: 7.431706391935128
0.0: 0.03115122765302658: 45.34352046124287
0.0: 0.10759410262107849: 27.769440313970485
0.0: 0.13457198441028595: 21.54170547960626
0.0: 0.16239210963249207: 26.93183007638273
0.0: 0.05614679679274559: 13.791576876579866
0.0: 0.07530587911605835: 16.12824558225644
0.0: 0.3076382875442505: 49.45805265421362
0.0: 0.10398456454277039: 18.266568625613694
0.0: 0.1480557769536972: 27.0885805810922
0.0: 0.21948754787445068: 18.471585572598407
0.0: 0.03048589453101158: 15.311891770987847
0.0: 0.08725491911172867: 8.283213715006065
0.0: 0.33909374475479126: 14.156692192379492
0.0: 0.10212359577417374: 18.157414602658488
0.0: 0.12500610947608948: 11.544042363576178
0.0: 0.1864268183708191: 9.735642890316367
0.0: 0.12299229949712753: 14.008311011388582
0.0: 0.054472245275974274: 19.742558494327817
0.0: 0.030442992225289345: 14.277554990171653
0.0: 0.1550217717885971: 24.039385904525
0.0: 0.15930253267288208: 11.731851431821784
0.0: 0.08865011483430862: 22.99638098578429
0.0: 0.0593823567032814: 5.5117766703148945
0.0: 0.10402300208806992: 11.648516814894554
0.0: 0.2372445911169052: 19.974961256981143
0.0: 0.029480019584298134: 24.54012957756257
1.0: 0.03440104424953461: 29.88108349217504
1.0: 0.7866305708885193: 17.556523840173014
1.0: 0.9968001842498779: 27.92518398912089
1.0: 0.5425732731819153: 3.885916756474468
1.0: 0.9994233846664429: 23.10933790671836
1.0: 0.06321384757757187: 13.856857330895568
1.0: 0.9994292855262756: 44.05478998069547
1.0: 0.17576462030410767: 3.5855525687375764
1.0: 0.8978238701820374: 25.715128976327073
1.0: 0.06103187054395676: 12.913168300130687
1.0: 0.9935981035232544: 32.522712339926
1.0: 0.9846810102462769: 37.82204710530278
1.0: 0.8282148241996765: 40.193943827744754
1.0: 0.2877865433692932: 26.88657675928322
1.0: 0.3873884975910187: 10.177979113019806
1.0: 0.9369465708732605: 19.360852164749573
1.0: 0.215693399310112: 14.582883431261035
1.0: 0.028227245435118675: 7.484982648107174
1.0: 0.9999986886978149: 54.576563636001396
1.0: 0.61276775598526: 18.14618236629898
1.0: 0.53915935754776: 10.143083360807589
1.0: 0.2366086095571518: 18.284850064556906
1.0: 0.2985083758831024: 19.101293237948305
1.0: 0.998672604560852: 25.41603745074109
1.0: 0.39928892254829407: 20.91899426016816
1.0: 0.7487637996673584: 36.10509394263778
1.0: 0.0906905084848404: 15.813485709357689
1.0: 0.9999451637268066: 52.577845187400655
1.0: 0.9721031785011292: 17.965484028246536
1.0: 0.159378781914711: 10.266060965089588
1.0: 0.12982676923274994: 9.466733276748414
1.0: 0.9944120049476624: 19.528353685650263
1.0: 0.558658242225647: 16.294434309014367
1.0: 0.8746663928031921: 14.06466007875425
1.0: 0.015561426989734173: 14.786583707543285
1.0: 0.9999926090240479: 53.31823614861835
1.0: 0.9993172883987427: 46.17256325048675
1.0: 0.999583899974823: 28.816160663938252
1.0: 0.17885388433933258: 20.08073149365357
1.0: 0.9866213798522949: 32.39450415948057
1.0: 0.9999213218688965: 37.68340340556226
1.0: 0.09329511970281601: 28.003555854457534
1.0: 0.9955863952636719: 26.216502497429083
1.0: 0.9995570778846741: 43.47773042998687
1.0: 0.04861641302704811: 10.392159197463863
1.0: 0.19239583611488342: 22.43342724167428
1.0: 0.31500858068466187: 18.378647820153056
1.0: 0.39965444803237915: 14.477458993281797
1.0: 0.8869655728340149: 9.000152469682844
1.0: 0.831790030002594: 14.859896797772667
1.0: 0.00517782848328352: 16.575257464822574
1.0: 0.17667867243289948: 22.570158566903512
1.0: 0.8836014270782471: 12.815210247242039
1.0: 0.8489654660224915: 7.841595022804171
1.0: 0.7814005017280579: 11.727929631713431
1.0: 0.5324148535728455: 11.142341566446767
1.0: 0.1751953661441803: 12.196556200218645
1.0: 0.7871845960617065: 17.60720836581622
1.0: 0.3311755359172821: 17.818911839557053
1.0: 0.9855484366416931: 22.992112052607183
1.0: 0.15374056994915009: 12.327628061622214
1.0: 0.8107076287269592: 55.620832252621824
1.0: 0.9992101192474365: 30.668003000398983
1.0: 0.6796451807022095: 36.971253492224996
1.0: 0.9280571937561035: 45.34685651454935
1.0: 0.11805038899183273: 14.04595832712157
1.0: 0.12836787104606628: 3.5183452246258247
1.0: 0.9321948289871216: 34.58531163942217
1.0: 0.09274779260158539: 7.740918556804553
1.0: 0.3001328408718109: 13.040365524712938
1.0: 0.9986942410469055: 57.34306094983821
1.0: 0.4440484344959259: 12.753865798233258
1.0: 0.24285714328289032: 15.841104983368218
1.0: 0.021712100133299828: 7.431706391935128
1.0: 0.9999165534973145: 45.34352046124287
1.0: 0.9429630637168884: 27.769440313970485
1.0: 0.9939756989479065: 21.54170547960626
1.0: 0.26819854974746704: 26.93183007638273
1.0: 0.905196487903595: 13.791576876579866
1.0: 0.8919346332550049: 16.12824558225644
1.0: 0.9999934434890747: 49.45805265421362
1.0: 0.9987815022468567: 18.266568625613694
1.0: 0.9989711046218872: 27.0885805810922
1.0: 0.43419012427330017: 18.471585572598407
1.0: 0.2694651782512665: 15.311891770987847
1.0: 0.2698777914047241: 8.283213715006065
1.0: 0.06271375715732574: 14.156692192379492
1.0: 0.985150158405304: 18.157414602658488
1.0: 0.7391648888587952: 11.544042363576178
1.0: 0.05223711207509041: 9.735642890316367
1.0: 0.7754220366477966: 14.008311011388582
1.0: 0.8852197527885437: 19.742558494327817
1.0: 0.17477868497371674: 14.277554990171653
1.0: 0.9915366172790527: 24.039385904525
1.0: 0.45494115352630615: 11.731851431821784
1.0: 0.27452751994132996: 22.99638098578429
1.0: 0.5410314798355103: 5.5117766703148945
1.0: 0.7263694405555725: 11.648516814894554
1.0: 0.10182379931211472: 19.974961256981143
1.0: 0.025947794318199158: 24.54012957756257
0.0: 0.10411234200000763: 15.834652085833964
0.0: 0.16631044447422028: 17.911701868344927
0.0: 0.02376394532620907: 16.365291649373045
0.0: 0.05111408978700638: 13.298971229416265
0.0: 0.043450240045785904: 8.202260164791582
0.0: 0.22568459808826447: 15.490752922068095
0.0: 0.021231090649962425: 12.313766365874185
0.0: 0.054459281265735626: 8.658709682335825
0.0: 0.09942860156297684: 67.8377131893526
0.0: 0.06893441081047058: 6.617441470599991
0.0: 0.2763562500476837: 11.296127174599874
0.0: 0.03826926276087761: 49.712890095959644
0.0: 0.12347704917192459: 24.220743750377174
0.0: 0.015467719174921513: 18.11244787501523
0.0: 0.09636583179235458: 42.25857199024874
0.0: 0.010584212839603424: 14.287779054692
0.0: 0.1539449542760849: 19.226696675121
0.0: 0.031147005036473274: 28.962112472787258
0.0: 0.007066625636070967: 20.613183891447353
0.0: 0.028808964416384697: 7.806078714260535
0.0: 0.07121400535106659: 6.2180851607517615
0.0: 0.08938003331422806: 16.125729046985498
0.0: 0.3733155429363251: 14.828495078975447
0.0: 0.09860610961914062: 9.651997743376343
0.0: 0.10711517184972763: 9.926750087380787
0.0: 0.0342017337679863: 12.389842209501293
0.0: 0.4711131155490875: 40.42524031158757
0.0: 0.08763120323419571: 22.76274206269227
0.0: 0.13162390887737274: 22.14829023097956
0.0: 0.07684178650379181: 25.39095855828273
0.0: 0.21609234809875488: 8.696052745509636
0.0: 0.7421842217445374: 16.509000709891733
0.0: 0.029344994574785233: 15.12645155208714
0.0: 0.5094343423843384: 42.60607063721393
0.0: 0.20019860565662384: 31.100178551579727
0.0: 0.07894062995910645: 31.12507408181884
0.0: 0.10386225581169128: 8.737138483040656
0.0: 0.06984931230545044: 39.32193406763036
0.0: 0.03593555837869644: 13.554328247583172
0.0: 0.36768394708633423: 28.52215592958109
0.0: 0.09159392863512039: 7.731251976539482
0.0: 0.09977926313877106: 27.70895870625403
0.0: 0.12035176903009415: 12.469593446887504
0.0: 0.025681274011731148: 19.617104662580687
0.0: 0.058235011994838715: 9.913361239124338
0.0: 0.05827262997627258: 9.763983295660262
0.0: 0.0760514959692955: 32.28313894590145
0.0: 0.08826092630624771: 37.285233731433244
0.0: 0.03026954084634781: 48.88025641709747
0.0: 0.6736570596694946: 10.811896856859539
0.0: 0.022292593494057655: 4.52803454537303
0.0: 0.10631199926137924: 15.846493121061922
0.0: 0.03541378676891327: 9.00787177611193
0.0: 0.2457403987646103: 29.846491714452373
0.0: 0.2084515243768692: 16.499729878396828
0.0: 0.038192905485630035: 27.411737257998897
0.0: 0.13857580721378326: 43.897373796259146
0.0: 0.1863780915737152: 29.20038652320373
0.0: 0.026420919224619865: 3.8808258942877942
0.0: 0.2472257763147354: 47.112558132775575
0.0: 0.012266884557902813: 10.249126350956823
0.0: 0.0891266018152237: 40.478091664810684
0.0: 0.05751914158463478: 14.77342890881749
0.0: 0.0935361459851265: 14.251051299791786
0.0: 0.7797347903251648: 34.23420811161218
0.0: 0.09526445716619492: 9.725138925263856
0.0: 0.019865330308675766: 15.262553213645914
0.0: 0.029959119856357574: 46.964377429848774
0.0: 0.23490610718727112: 20.065510572845422
0.0: 0.11523056030273438: 9.1328711373919
0.0: 0.012652797624468803: 12.317188917642927
0.0: 0.11503694206476212: 25.025551823771625
0.0: 0.04841546714305878: 8.967506435657217
0.0: 0.2507619559764862: 22.528431905347738
0.0: 0.14451754093170166: 14.42049404501966
0.0: 0.056857313960790634: 21.148618889640986
0.0: 0.07229189574718475: 19.79121116333145
0.0: 0.11446436494588852: 17.464560602595757
0.0: 0.094317726790905: 15.830115962854373
0.0: 0.2604452669620514: 24.018425802343558
0.0: 0.056616924703121185: 6.037298475382646
0.0: 0.023858021944761276: 9.898480079345571
0.0: 0.01810659095644951: 14.001355465204231
0.0: 0.5956524610519409: 14.800003866374052
0.0: 0.8388795256614685: 13.29155271247167
0.0: 0.02659858949482441: 12.863008176843266
0.0: 0.08520819991827011: 30.60978678889865
0.0: 0.0788528248667717: 20.760154120506527
0.0: 0.16388309001922607: 78.47702111454255
0.0: 0.07700623571872711: 30.110958632628
0.0: 0.36333075165748596: 20.98998548333873
0.0: 0.04519162327051163: 48.949197053502274
0.0: 0.06762594729661942: 23.616865570061158
0.0: 0.5853203535079956: 7.817216713585672
0.0: 0.1863718330860138: 28.227959634525558
0.0: 0.23929566144943237: 53.43835296625818
0.0: 0.027248386293649673: 8.699715568691119
0.0: 0.3471369743347168: 13.105873033032012
0.0: 0.6272894144058228: 13.149889612883198
0.0: 0.06653077155351639: 33.62812781906806
1.0: 0.1170782521367073: 15.834652085833964
1.0: 0.9966331124305725: 17.911701868344927
1.0: 0.22090834379196167: 16.365291649373045
1.0: 0.8878132104873657: 13.298971229416265
1.0: 0.18782535195350647: 8.202260164791582
1.0: 0.7875748872756958: 15.490752922068095
1.0: 0.34324777126312256: 12.313766365874185
1.0: 0.12327738851308823: 8.658709682335825
1.0: 0.9999808073043823: 67.8377131893526
1.0: 0.17711088061332703: 6.617441470599991
1.0: 0.09418383985757828: 11.296127174599874
1.0: 0.9999986886978149: 49.712890095959644
1.0: 0.998932421207428: 24.220743750377174
1.0: 0.7641584873199463: 18.11244787501523
1.0: 0.9992764592170715: 42.25857199024874
1.0: 0.573391854763031: 14.287779054692
1.0: 0.9633041024208069: 19.226696675121
1.0: 0.9564563632011414: 28.962112472787258
1.0: 0.0014358459739014506: 20.613183891447353
1.0: 0.1522798091173172: 7.806078714260535
1.0: 0.9721190929412842: 6.2180851607517615
1.0: 0.9393144845962524: 16.125729046985498
1.0: 0.33998242020606995: 14.828495078975447
1.0: 0.3874426782131195: 9.651997743376343
1.0: 0.7393991351127625: 9.926750087380787
1.0: 0.05189180374145508: 12.389842209501293
1.0: 0.9999195337295532: 40.42524031158757
1.0: 0.9283467531204224: 22.76274206269227
1.0: 0.9988860487937927: 22.14829023097956
